@relation myRelation

@attribute diff numeric
@attribute yaw numeric
@attribute pitch numeric
@attribute roll numeric
@attribute neutral numeric
@attribute happy numeric
@attribute surprised numeric
@attribute angry numeric
@attribute disgusted numeric
@attribute afraid numeric
@attribute sad numeric
@attribute aNominal {1,2,3,4,5}

@data
3,0.053901,-0.065449,0.01142,0.802582,0.041794,0.068749,0.008788,0.003715,0.005464,0.068909,2
3,0.052205,-0.062331,0.008172,0.69652,0.01381,0.0957,0.079043,0.002432,0.003751,0.108744,2
3,0.072683,-0.06793,0.003797,0.830141,0.023497,0.067343,0.027209,0.004815,0.004443,0.042554,2
3,0.062914,-0.140019,0.010091,0.609322,0.005569,0.176132,0.082643,0.002853,0.01665,0.097983,2
3,0.028076,-0.084006,0.019189,0.832992,0.036742,0.064932,0.023246,0.004097,0.003277,0.034714,1
3,0.068059,-0.039225,-0.002761,0.761922,0.021756,0.081563,0.025948,0.005276,0.001841,0.101696,1
3,0.066928,-0.06962,-0.006829,0.830112,0.046776,0.057115,0.018062,0.01501,0.003132,0.029793,1
3,0.05171,-0.112968,-0.007679,0.749927,0.04408,0.125109,0.022462,0.007934,0.005583,0.044904,1
4,0.051253,0.006268,0.002198,0.663027,0.045631,0.061725,0.016729,0.028108,0.115906,0.068876,3
4,0.036756,0.003026,-0.002289,0.535616,0.177988,0.045443,0.039648,0.107178,0.023807,0.082224,3
4,0.026154,-0.046664,-0.008416,0.375264,0.046957,0.232674,0.008134,0.039615,0.226465,0.083384,3
4,0.095784,-0.066392,-0.011415,0.671137,0.027571,0.109751,0.00781,0.023336,0.043849,0.116547,3
4,0.03258,-0.024355,0.004428,0.377977,0.033507,0.039086,0.008251,0.016212,0.018741,0.042158,3
4,0.045621,-0.001415,0.013967,0.724324,0.104986,0.042767,0.035584,0.03618,0.010858,0.043638,3
4,0.053023,-0.047101,0.003202,0.750365,0.054217,0.066497,0.014555,0.025286,0.02056,0.067205,2
4,0.062359,0.003912,0.013979,0.68692,0.12374,0.050533,0.027304,0.059416,0.01045,0.037732,2
4,0.052236,-0.033731,-0.007967,0.645782,0.042703,0.113717,0.014831,0.028037,0.078963,0.08165,2
4,0.011829,-0.03362,-0.010251,0.302107,0.115031,0.219549,0.050311,0.039868,0.209747,0.078177,3
4,0.008759,-0.011804,-0.002218,0.138407,0.013057,0.014286,0.003299,0.006154,0.005295,0.014539,3
4,0.044678,0.079334,0.02239,0.779883,0.026005,0.055474,0.018622,0.026885,0.007304,0.087379,3
4,0.039228,0.061639,0.014681,0.781952,0.026031,0.057411,0.016232,0.022575,0.0081,0.088401,2
4,0.024876,0.068196,0.017128,0.863767,0.029613,0.038535,0.011434,0.009475,0.006871,0.040688,3
4,0.019813,-0.002166,0.000911,0.428291,0.3178,0.055364,0.005637,0.05593,0.119409,0.02965,3
4,0.012732,0.010682,0.005642,0.311617,0.154902,0.025921,0.00716,0.030419,0.055087,0.02029,2
4,0.033552,0.027997,-0.004864,0.771021,0.070328,0.057531,0.012361,0.026152,0.009643,0.052769,3
5,0.050803,0.010399,0.002427,0.855595,0.033404,0.037841,0.015381,0.006183,0.004776,0.046819,4
5,0.071304,0.033833,0.008557,0.825814,0.05626,0.040083,0.021566,0.009292,0.00869,0.038296,4
5,0.033996,0.002798,0.006576,0.784492,0.095929,0.041313,0.021047,0.0062,0.021217,0.037265,3
5,0.023248,-0.000698,0.006165,0.817652,0.069202,0.047327,0.016972,0.005228,0.012344,0.038272,3
5,0.015156,-0.000936,0.002458,0.653399,0.043446,0.176645,0.027703,0.003773,0.027335,0.07738,3
5,0.014847,0.001697,0.003768,0.103685,0.023347,0.044691,0.014962,0.00907,0.013717,0.015162,3
5,0.06443,0.039474,0.014122,0.808034,0.071102,0.042482,0.025628,0.008021,0.006603,0.04608,3
5,0.008811,0.007487,0.00939,0.385684,0.027875,0.01684,0.004125,0.00175,0.003532,0.017086,3
5,0.040848,0.011607,0.011407,0.842574,0.043798,0.041396,0.007428,0.00385,0.009896,0.051058,3
5,0.048117,0.035867,0.025241,0.766993,0.0949,0.041826,0.022276,0.020381,0.019315,0.039878,4
