38, 38, 19, 0, 0, 1, 3, 18, 6, 23, 33, 3, 13, 1, 6, 2, 5, 0, 0, 0, 1, 27, 0, 0, 2, 13.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, ?, 20130607_024522
6, 6, 3, 0, 0, 5, 0, 0, 0, 0, 22, 0, 6, 0, 3, 0, 4, 0, 0, 0, 7, 4, 1, 0, 1, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, ?, 20130607_024528
15, 15, 8, 0, 0, 0, 1, 11, 0, 18, 33, 0, 13, 1, 6, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, ?, 20130607_024537
11, 11, 4, 0, 0, 5, 4, 4, 3, 0, 22, 0, 6, 0, 3, 0, 4, 0, 0, 0, 7, 10, 0, 0, 0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, ?, 20130607_024547
37, 37, 22, 0, 0, 26, 22, 20, 5, 24, 33, 2, 13, 2, 6, 3, 5, 0, 0, 0, 1, 10, 15, 0, 3, 15.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, ?, 20130607_024609
34, 34, 13, 0, 0, 6, 35, 26, 4, 19, 7, 2, 1, 0, 2, 1, 2, 0, 7, 0, 15, 0, 0, 0, 0, 10.0, 2.0, 0.0, 2.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0, 1, 0, 0, 1, ?, 20130607_024631
50, 50, 19, 0, 0, 14, 39, 32, 4, 3, 10, 0, 4, 2, 2, 1, 2, 0, 11, 1, 5, 0, 8, 34, 2, 11.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 4, 0, 2, 3, 0, 7, ?, 20130607_024701
23, 23, 14, 0, 0, 0, 0, 7, 4, 3, 37, 1, 7, 2, 10, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, ?, 20130607_024715
13, 13, 8, 0, 0, 0, 0, 9, 0, 15, 3, 1, 3, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, ?, 20130607_024723
19, 19, 11, 0, 0, 12, 1, 10, 0, 3, 10, 0, 2, 0, 1, 0, 1, 0, 0, 1, 9, 0, 0, 7, 1, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, ?, 20130607_024734
22, 22, 12, 0, 0, 21, 0, 13, 1, 3, 22, 1, 6, 0, 4, 0, 2, 0, 0, 0, 5, 6, 15, 0, 1, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 7, ?, 20130607_024750
34, 34, 15, 0, 0, 13, 2, 17, 5, 1, 10, 0, 2, 1, 1, 1, 1, 0, 0, 0, 9, 21, 7, 0, 3, 13.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, ?, 20130607_024811
15, 15, 10, 0, 0, 0, 0, 11, 0, 5, 17, 0, 7, 1, 3, 0, 3, 0, 0, 0, 10, 0, 0, 0, 0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, ?, 20130607_024820
42, 42, 21, 0, 0, 2, 1, 23, 7, 14, 16, 1, 8, 4, 3, 2, 5, 0, 0, 0, 9, 18, 8, 0, 3, 10.0, 1.0, 1.0, 0.0, 0.4, 0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 7, ?, 20130607_024846
34, 34, 15, 0, 0, 27, 1, 19, 4, 3, 20, 0, 3, 0, 2, 2, 6, 0, 0, 1, 2, 0, 19, 0, 1, 12.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 4, ?, 20130607_024906
