@RELATION sander

@ATTRIBUTE feature01-completiontime NUMERIC
@ATTRIBUTE feature02-totaltime NUMERIC

@ATTRIBUTE feature03-timesjumped NUMERIC
@ATTRIBUTE feature04-totalducktime NUMERIC
@ATTRIBUTE feature05-timesducked NUMERIC
@ATTRIBUTE feature06-totalruntime NUMERIC
@ATTRIBUTE feature07-timesrun NUMERIC
@ATTRIBUTE feature08-totalrighttime NUMERIC
@ATTRIBUTE feature09-totallefttime NUMERIC

@ATTRIBUTE feature10-coinscollected NUMERIC
@ATTRIBUTE feature11-levelcoins NUMERIC

@ATTRIBUTE feature12-blocksemptydestroyed NUMERIC
@ATTRIBUTE feature13-levelblocksempty NUMERIC
@ATTRIBUTE feature14-blockscoindestroyed NUMERIC
@ATTRIBUTE feature15-blockcoins NUMERIC
@ATTRIBUTE feature16-blockspowerdestroyed NUMERIC
@ATTRIBUTE feature17-levelblockspower NUMERIC
@ATTRIBUTE feature18-shellsunleashed NUMERIC
@ATTRIBUTE feature19-killsfire NUMERIC
@ATTRIBUTE feature20-killsshell NUMERIC
@ATTRIBUTE feature21-emenies NUMERIC

@ATTRIBUTE feature22-totallittletime NUMERIC
@ATTRIBUTE feature23-totallargetime NUMERIC
@ATTRIBUTE feature24-totalfiretime NUMERIC
@ATTRIBUTE feature25-switchedpower NUMERIC
@ATTRIBUTE feature26-aimlessJumps NUMERIC
@ATTRIBUTE feature27-perc-blocksdestroyed NUMERIC
@ATTRIBUTE feature28-perc-coinblocksdestroyed NUMERIC
@ATTRIBUTE feature29-perc-emptyblocksdestroyed NUMERIC
@ATTRIBUTE feature30-perc-powerblocksdestroyed NUMERIC

@ATTRIBUTE feature31-deaths-gap NUMERIC
@ATTRIBUTE feature32-deaths-red-turtle NUMERIC
@ATTRIBUTE feature33-deaths-green-turtle NUMERIC
@ATTRIBUTE feature34-deaths-goomba NUMERIC
@ATTRIBUTE feature35-deaths-armored-turle NUMERIC
@ATTRIBUTE feature36-deaths-jump-flower NUMERIC
@ATTRIBUTE feature37-deaths-cannon-ball NUMERIC
@ATTRIBUTE feature38-deaths-chomp-flower NUMERIC

@ATTRIBUTE feature39-kills-red-turtle NUMERIC
@ATTRIBUTE feature40-kills-green-turtle NUMERIC
@ATTRIBUTE feature41-kills-goomba NUMERIC
@ATTRIBUTE feature42-kills-armored-turtle NUMERIC
@ATTRIBUTE feature43-kills-jump-flower NUMERIC
@ATTRIBUTE feature44-kills-cannon-ball NUMERIC
@ATTRIBUTE feature45-kills-chomp-flower NUMERIC

@ATTRIBUTE feature-straight-totalruntime NUMERIC
@ATTRIBUTE feature-straight-totalrighttime NUMERIC
@ATTRIBUTE feature-straight-totallefttime NUMERIC

@ATTRIBUTE feature-hills-totalruntime NUMERIC
@ATTRIBUTE feature-hills-totalrighttime NUMERIC
@ATTRIBUTE feature-hills-totallefttime NUMERIC

@ATTRIBUTE feature-jump-totalruntime NUMERIC
@ATTRIBUTE feature-jump-totalrighttime NUMERIC
@ATTRIBUTE feature-jump-totallefttime NUMERIC

@ATTRIBUTE feature-tubes-totalruntime NUMERIC
@ATTRIBUTE feature-tubes-totalrighttime NUMERIC
@ATTRIBUTE feature-tubes-totallefttime NUMERIC

@ATTRIBUTE feature-cannons-totalruntime NUMERIC
@ATTRIBUTE feature-cannons-totalrighttime NUMERIC
@ATTRIBUTE feature-cannons-totallefttime NUMERIC

@ATTRIBUTE parameter-straight NUMERIC
@ATTRIBUTE parameter-hills NUMERIC
@ATTRIBUTE parameter-tubes NUMERIC
@ATTRIBUTE parameter-jump NUMERIC
@ATTRIBUTE parameter-cannons NUMERIC
@ATTRIBUTE parameter-gap NUMERIC

@ATTRIBUTE label-engagement NUMERIC
@ATTRIBUTE label-frustration NUMERIC
@ATTRIBUTE label-challenge {1,2,3,4,5}
@ATTRIBUTE label-better NUMERIC

@ATTRIBUTE timestamp STRING
@ATTRIBUTE id-string STRING

@DATA
47, 47, 24, 0, 0, 2, 3, 25, 3, 20, 13, 2, 8, 1, 0, 3, 1, 0, 0, 0, 1, 29, 11, 0, 3, 17.0, 0.56, 0.0, 0.25, 3.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9.07, 6.4, 1.53, 4.4, 5.07, 0.0, 7.33, 5.73, 1.33, 3.47, 3.47, 0.0, 3.2, 3.2, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_125650, ID20140305_125618457
21, 21, 14, 0, 0, 13, 10, 9, 0, 13, 13, 1, 5, 1, 0, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 12.0, 0.14, 0.0, 0.2, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2.47, 2.53, 0.0, 2.4, 2.53, 0.0, 2.0, 2.0, 0.0, 1.8, 2.53, 0.0, 2.73, 2.93, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140305_125710, ID20140305_125618457
20, 20, 11, 0, 0, 7, 19, 13, 0, 0, 11, 0, 10, 0, 0, 0, 2, 0, 1, 0, 5, 0, 0, 9, 1, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1.8, 1.8, 0.0, 4.13, 3.53, 0.07, 1.6, 2.13, 0.0, 1.87, 2.8, 0.0, 4.0, 3.73, 0.73, 2, 2, 2, 2, 2, 5, 3, 3, 3, 0, 20140305_125732, ID20140305_125618457
25, 25, 20, 0, 0, 7, 2, 10, 0, 20, 11, 0, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6, 3.27, 0.0, 3.13, 3.13, 0.0, 3.2, 3.2, 0.0, 3.07, 3.07, 0.0, 2.73, 3.4, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_190329, ID20140305_190311294
17, 17, 8, 0, 0, 10, 5, 13, 0, 0, 12, 0, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_190414, ID20140305_190311294
21, 21, 11, 0, 0, 5, 7, 17, 0, 7, 16, 0, 9, 1, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140305_190439, ID20140305_190311294
7, 7, 1, 0, 0, 0, 1, 1, 0, 0, 10, 0, 6, 0, 0, 0, 2, 0, 0, 0, 5, 7, 0, 0, 1, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2, 2, 2, 5, 2, 5, 3, 3, 3, 1, 20140305_190512, ID20140305_190311294
29, 29, 11, 0, 0, 22, 6, 23, 0, 16, 13, 0, 8, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27, 4.0, 0.0, 2.33, 4.27, 0.0, 2.53, 3.67, 0.0, 3.6, 4.2, 0.0, 3.8, 3.33, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 2, 1, 20140305_190804, ID20140305_190743155
9, 9, 3, 0, 0, 6, 3, 3, 0, 0, 10, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 1, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_190834, ID20140305_190743155
29, 29, 10, 0, 0, 23, 4, 23, 0, 14, 13, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73, 4.53, 0.0, 3.53, 3.8, 0.0, 5.07, 4.47, 0.0, 3.67, 3.4, 0.0, 3.53, 3.53, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_190953, ID20140305_190933343
15, 15, 7, 0, 0, 3, 4, 13, 0, 6, 11, 0, 9, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 6.0, 0.1, 0.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73, 1.67, 0.0, 1.6, 2.6, 0.0, 1.6, 1.6, 0.0, 2.53, 2.4, 0.0, 1.6, 1.6, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140305_191006, ID20140305_190933343
31, 31, 10, 0, 0, 4, 3, 22, 0, 11, 11, 0, 10, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73, 4.07, 0.0, 2.67, 5.2, 0.0, 3.73, 3.73, 0.0, 3.0, 5.2, 0.0, 3.53, 3.27, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_191139, ID20140305_191118893
17, 17, 9, 0, 0, 11, 4, 9, 0, 6, 11, 0, 8, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 8.0, 0.1, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73, 2.4, 0.0, 2.07, 2.53, 0.0, 1.33, 2.4, 0.0, 3.07, 2.6, 0.0, 1.93, 1.93, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140305_191152, ID20140305_191118893
28, 28, 12, 0, 0, 13, 7, 15, 0, 3, 11, 0, 8, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140305_191229, ID20140305_191118893
25, 25, 14, 0, 0, 0, 1, 9, 0, 6, 11, 0, 9, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3.33, 3.27, 0.0, 3.07, 3.07, 0.0, 3.53, 3.53, 0.0, 3.13, 3.13, 0.0, 3.13, 3.13, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_192053, ID20140305_192035911
30, 30, 11, 0, 0, 20, 4, 8, 2, 8, 11, 0, 9, 0, 0, 1, 2, 0, 0, 0, 0, 14, 0, 0, 2, 10.0, 0.09, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13, 4.13, 2.67, 2.8, 3.27, 0.0, 3.4, 4.2, 0.0, 3.2, 3.2, 0.0, 3.53, 3.47, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_192413, ID20140305_192352738
20, 20, 6, 0, 0, 9, 5, 12, 0, 6, 11, 0, 9, 1, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 1, 3.0, 0.09, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_192445, ID20140305_192352738
28, 28, 12, 0, 0, 6, 5, 15, 0, 0, 11, 0, 10, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1.6, 1.6, 0.0, 1.6, 1.6, 0.0, 1.6, 5.53, 0.0, 1.8, 3.8, 0.0, 2.8, 2.2, 0.0, 2, 2, 2, 5, 2, 5, 3, 3, 3, 1, 20140305_192506, ID20140305_192352738
24, 24, 9, 0, 0, 16, 4, 9, 0, 15, 14, 0, 10, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 8.0, 0.08, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93, 3.2, 0.0, 3.2, 3.2, 0.0, 3.13, 3.2, 0.0, 3.6, 3.2, 0.0, 3.13, 3.13, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_192700, ID20140305_192643622
20, 20, 11, 0, 0, 7, 3, 8, 1, 4, 12, 0, 9, 0, 0, 1, 1, 0, 0, 0, 3, 14, 0, 0, 2, 9.0, 0.1, 0.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_192733, ID20140305_192643622
24, 24, 8, 0, 0, 18, 7, 21, 0, 14, 12, 0, 9, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73, 3.8, 0.0, 3.4, 3.6, 0.0, 3.2, 3.27, 0.0, 3.47, 3.8, 0.0, 3.0, 3.13, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_192923, ID20140305_192906359
33, 33, 3, 0, 0, 9, 11, 16, 0, 1, 11, 0, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_193629, ID20140305_193550412
23, 23, 14, 0, 0, 0, 1, 17, 0, 17, 18, 0, 10, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3.07, 3.07, 0.0, 3.27, 3.2, 0.0, 3.13, 3.13, 0.0, 3.53, 3.53, 0.0, 3.2, 3.2, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_201115, ID20140305_201059394
10, 10, 5, 0, 0, 10, 1, 9, 0, 6, 8, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53, 1.53, 0.0, 1.6, 1.6, 0.0, 1.6, 1.6, 0.0, 1.53, 1.53, 0.0, 1.87, 1.73, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 0, 20140305_201137, ID20140305_201059394
14, 14, 6, 0, 0, 2, 2, 6, 0, 9, 12, 0, 9, 1, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 1.6, 0.0, 1.8, 1.67, 0.0, 1.53, 1.53, 0.0, 1.93, 1.93, 0.0, 2.13, 2.67, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140305_201159, ID20140305_201059394
81, 81, 9, 0, 0, 15, 8, 20, 0, 13, 11, 0, 6, 0, 0, 1, 2, 0, 0, 0, 0, 24, 50, 0, 3, 8.0, 0.13, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4, 11.87, 0.0, 3.87, 3.87, 0.0, 2.6, 9.2, 0.0, 2.07, 4.0, 0.0, 3.87, 3.87, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_201451, ID20140305_201358459
17, 17, 6, 0, 0, 1, 3, 10, 0, 0, 10, 0, 9, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 2.07, 0.0, 2.33, 2.0, 0.0, 1.6, 1.6, 0.0, 1.73, 1.73, 0.0, 2.2, 2.07, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 0, 20140305_201517, ID20140305_201358459
20, 20, 4, 0, 0, 12, 5, 16, 1, 6, 13, 0, 8, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 3.0, 0.1, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 2.67, 0.0, 1.73, 1.73, 0.0, 1.93, 1.93, 0.0, 1.4, 2.27, 0.0, 1.93, 1.93, 0.0, 0, 0, 0, 1, 0, 5, 3, 3, 3, 1, 20140305_201533, ID20140305_201358459
22, 22, 5, 0, 0, 0, 1, 0, 0, 6, 9, 0, 10, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 4.0, 0.08, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13, 3.13, 0.0, 3.2, 3.2, 0.0, 3.13, 3.13, 0.0, 3.13, 3.13, 0.0, 3.07, 3.07, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_201630, ID20140305_201615563
13, 13, 7, 0, 0, 0, 1, 6, 0, 7, 11, 0, 8, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 6.0, 0.1, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 1.6, 0.0, 1.53, 1.53, 0.0, 1.73, 1.67, 0.0, 1.53, 1.53, 0.0, 1.93, 1.93, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 0, 20140305_201643, ID20140305_201615563
36, 36, 3, 0, 0, 11, 6, 19, 7, 0, 11, 0, 8, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.33, 5.2, 0.87, 1.8, 2.6, 0.0, 1.6, 2.33, 0.33, 2.4, 2.27, 0.0, 2.47, 9.53, 5.93, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140305_201719, ID20140305_201615563
199, 199, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 2, 0, 0, 0, 1, 199, 0, 0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 1, 0, 5, 3, 3, 3, 1, 20140305_202300, ID20140305_201358459
26, 26, 12, 0, 0, 1, 2, 2, 0, 6, 8, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13, 3.13, 0.0, 3.13, 3.13, 0.0, 3.53, 3.53, 0.0, 3.13, 3.13, 0.0, 3.13, 3.13, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_202349, ID20140305_202331722
13, 13, 6, 0, 0, 10, 3, 5, 0, 8, 17, 0, 9, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2.47, 2.13, 0.0, 3.07, 1.6, 0.0, 1.93, 1.93, 0.0, 1.6, 1.6, 0.0, 0.0, 1.6, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_202410, ID20140305_202331722
7, 7, 1, 0, 0, 3, 2, 0, 0, 0, 13, 0, 8, 0, 0, 0, 2, 0, 0, 0, 2, 7, 0, 0, 1, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 2.53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140305_202507, ID20140305_202331722
31, 31, 13, 0, 0, 17, 11, 25, 1, 13, 17, 0, 9, 1, 0, 1, 2, 0, 0, 0, 2, 10, 0, 0, 2, 9.0, 0.09, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3.53, 6.0, 1.07, 3.33, 4.13, 0.0, 2.8, 3.87, 0.27, 2.47, 3.93, 0.0, 2.53, 3.6, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_203627, ID20140305_203607126
21, 21, 7, 0, 0, 0, 1, 0, 0, 13, 15, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13, 3.13, 0.0, 3.13, 3.13, 0.0, 3.13, 3.13, 0.0, 3.2, 3.2, 0.0, 3.07, 3.07, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_203752, ID20140305_203737112
21, 21, 8, 0, 0, 0, 1, 0, 0, 5, 11, 0, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13, 3.13, 0.0, 3.13, 3.13, 0.0, 3.2, 3.2, 0.0, 3.07, 3.07, 0.0, 3.13, 3.13, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_203921, ID20140305_203906296
21, 21, 6, 0, 0, 0, 1, 0, 0, 6, 14, 0, 6, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53, 1.53, 0.0, 1.53, 1.53, 0.0, 1.6, 1.6, 0.0, 1.6, 1.6, 0.0, 1.6, 1.6, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140305_203946, ID20140305_203906296
31, 31, 17, 0, 0, 0, 1, 0, 2, 21, 15, 0, 10, 0, 0, 1, 2, 0, 0, 0, 1, 15, 0, 0, 2, 15.0, 0.08, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9.53, 1.93, 2.67, 3.67, 3.67, 0.0, 3.13, 3.13, 0.0, 3.47, 3.47, 0.0, 3.33, 3.33, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140306_112628, ID20140306_112606661
21, 21, 12, 0, 0, 0, 1, 14, 2, 6, 11, 0, 6, 0, 0, 1, 2, 0, 0, 0, 3, 9, 5, 0, 2, 11.0, 0.13, 0.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53, 3.2, 2.8, 2.87, 2.87, 0.0, 1.73, 1.73, 0.0, 3.07, 2.13, 0.0, 1.87, 1.87, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140306_112645, ID20140306_112606661
23, 23, 13, 0, 0, 2, 4, 14, 0, 0, 10, 0, 7, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53, 2.0, 0.0, 1.93, 1.93, 0.0, 1.73, 1.73, 0.0, 5.73, 3.2, 0.67, 2.53, 2.33, 0.0, 2, 2, 2, 2, 2, 5, 3, 3, 3, 1, 20140306_112702, ID20140306_112606661
56, 56, 35, 0, 0, 43, 52, 37, 9, 23, 11, 10, 10, 1, 0, 4, 2, 0, 1, 0, 1, 11, 8, 0, 3, 20.0, 1.17, 0.0, 1.0, 2.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16.8, 9.4, 5.93, 4.13, 4.6, 0.0, 12.47, 9.93, 2.87, 4.07, 5.4, 0.33, 2.87, 4.13, 0.0, 0, 0, 0, 0, 0, 5, 3, 3, 3, 1, 20140306_112849, ID20140306_112811435
28, 28, 20, 0, 0, 21, 16, 20, 3, 12, 12, 7, 10, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 10.0, 0.75, 0.0, 0.7, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10.47, 5.53, 3.87, 1.87, 3.13, 0.0, 3.07, 2.93, 0.0, 1.73, 2.67, 0.0, 2.07, 2.6, 0.0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 1, 20140306_112910, ID20140306_112811435
