@relation myRelation

@attribute diff numeric
@attribute yaw numeric
@attribute pitch numeric
@attribute roll numeric
@attribute neutral numeric
@attribute happy numeric
@attribute surprised numeric
@attribute angry numeric
@attribute disgusted numeric
@attribute afraid numeric
@attribute sad numeric
@attribute aNominal {1,2,3,4,5}

@data
3,0.072524,0.159397,-0.046318,0.221146,0.004498,0.023955,0.740414,0.00424,0.000849,0.004898,1
3,0.034031,0.085011,-0.009555,0.618878,0.048064,0.078054,0.09875,0.009107,0.094376,0.050218,1
3,0.071181,0.10182,-0.026734,0.767558,0.011509,0.055428,0.140101,0.003261,0.002767,0.019377,3
3,0.057229,0.019483,-0.03705,0.731245,0.011782,0.076418,0.074265,0.000734,0.085776,0.014186,2
3,0.081582,0.125263,-0.065347,0.587437,0.015958,0.025312,0.354996,0.005303,0.002217,0.008777,1
4,-0.074787,0.184611,-0.18384,0.079948,0.491371,0.050726,0.025135,0.068435,0.272454,0.011931,4
4,-0.035419,0.046881,-0.059491,0.066512,0.722565,0.014924,0.013102,0.046284,0.145469,0.005229,5
5,0.049393,0.038074,-0.014876,0.543302,0.018377,0.179691,0.001053,0.002607,0.063441,0.191529,5
5,0.018019,0.017357,-0.029765,0.226505,0.249793,0.21077,0.115482,0.1195,0.040037,0.037912,5
5,0.026026,-0.029463,-0.021346,0.533416,0.068702,0.149997,0.003746,0.007702,0.125695,0.122647,5
5,0.02779,-0.010749,0.003244,0.059253,0.686942,0.026643,0.007789,0.027901,0.191688,0.010549,5
1,0.019932,0.019079,-0.007231,0.701842,0.007243,0.145758,0.004648,0.004482,0.002074,0.133952,1
1,0.020672,0.019838,-0.01513,0.715559,0.007186,0.16428,0.005629,0.005815,0.001926,0.099604,1
1,0.021668,0.020621,-0.009613,0.741551,0.009556,0.118845,0.041582,0.004138,0.001838,0.08249,1
1,0.018746,0.023693,-0.011317,0.727638,0.007932,0.148829,0.005508,0.006205,0.001987,0.101901,1
1,0.019551,-0.003528,-0.013187,0.701831,0.008391,0.134723,0.003918,0.005903,0.002225,0.143009,1
1,0.020927,0.005477,-0.018198,0.748984,0.008666,0.114139,0.005027,0.004279,0.002383,0.11652,1
1,0.01573,0.014232,-0.00801,0.776148,0.016713,0.098904,0.016196,0.006922,0.002266,0.082849,1
1,0.011749,-0.013609,-0.013784,0.682783,0.012829,0.181667,0.004079,0.006859,0.008274,0.10351,1
1,0.006956,0.002923,-0.010889,0.726726,0.008675,0.122027,0.004923,0.006046,0.002205,0.129398,1
1,0.010455,-0.011146,-0.024152,0.726474,0.037181,0.117309,0.00604,0.015375,0.018526,0.079095,1
2,-0.001852,0.018028,-0.009689,0.778563,0.024638,0.066324,0.00928,0.021634,0.003083,0.096479,1
2,0.002337,0.021512,-0.010376,0.782598,0.02018,0.064201,0.01838,0.053863,0.002834,0.058516,1
2,-0.000602,0.034896,-0.006918,0.740228,0.021488,0.058657,0.009345,0.048786,0.002671,0.118808,1
2,-0.001856,0.034351,-0.011749,0.694785,0.014077,0.082957,0.005546,0.03651,0.006091,0.160437,1
2,-0.000702,0.04423,-0.013035,0.612484,0.017921,0.08698,0.005189,0.045723,0.008396,0.223881,1
2,-0.003139,0.042814,-0.009509,0.697459,0.021296,0.074007,0.005103,0.04676,0.007618,0.148331,1
2,-0.00636,0.058453,-0.013489,0.701378,0.015648,0.108918,0.004783,0.039028,0.007846,0.122802,1
2,0.01088,0.08093,-0.010475,0.527375,0.05133,0.134946,0.007344,0.056186,0.077513,0.145305,1
2,0.00532,0.040481,-0.004895,0.255547,0.025234,0.072119,0.00373,0.028769,0.03906,0.087445,1
2,0.033923,0.074373,-0.018746,0.316759,0.015442,0.187029,0.008488,0.025004,0.020966,0.418115,1
2,0.013363,0.083027,-0.018762,0.48061,0.024926,0.154039,0.006812,0.024016,0.030384,0.271344,1
3,0.013633,0.063511,-0.02101,0.203406,0.007733,0.559735,0.00317,0.012702,0.0161,0.197154,1
3,0.026327,0.099563,-0.022398,0.077746,0.022843,0.049498,0.00319,0.019505,0.05044,0.776778,1
3,0.036649,0.063805,-0.00629,0.050825,0.020597,0.153315,0.003144,0.00462,0.022362,0.745138,1
3,0.010056,0.147749,-0.028588,0.318678,0.010808,0.171113,0.042808,0.064415,0.033552,0.358626,2
3,0.040776,0.120255,-0.045745,0.068483,0.068716,0.037052,0.036232,0.016319,0.076716,0.696481,1
3,0.004776,0.149196,-0.034632,0.062939,0.003069,0.40692,0.003007,0.00636,0.034075,0.483629,1
3,-0.002668,0.188671,-0.044978,0.093468,0.007395,0.185051,0.006167,0.025983,0.033812,0.596173,1
3,0.019983,0.125532,-0.029353,0.343671,0.00543,0.121482,0.004156,0.007413,0.012218,0.472393,1
3,0.005542,0.077908,-0.021837,0.086954,0.006623,0.214113,0.004838,0.007555,0.054465,0.625452,1
3,0.002496,0.126453,-0.019763,0.08898,0.007259,0.351541,0.004549,0.009955,0.045612,0.492104,1
4,0.018,0.002028,-0.025708,0.772611,0.07706,0.060645,0.018423,0.005093,0.041683,0.024484,2
4,0.048865,0.020464,-0.018215,0.29643,0.591847,0.014316,0.01441,0.026442,0.043009,0.013546,2
4,0.055674,0.040019,-0.041807,0.421685,0.495525,0.008149,0.025023,0.023176,0.010245,0.016197,2
4,0.030822,0.038962,-0.014136,0.861469,0.027285,0.051162,0.0091,0.008692,0.005924,0.036368,2
4,0.115765,0.002993,-0.050115,0.63122,0.057075,0.135697,0.004841,0.008541,0.095547,0.06708,2
4,0.003567,0.001829,-0.011209,0.195204,0.00592,0.013673,0.001349,0.001313,0.002935,0.012165,2
4,0.015041,0.037484,-0.030397,0.861447,0.031441,0.046963,0.008512,0.015628,0.006062,0.029946,2
4,0.049342,0.009146,-0.024889,0.808187,0.027935,0.077359,0.007971,0.007353,0.009536,0.061658,2
4,0.022931,0.029937,-0.042886,0.804942,0.069333,0.047386,0.011737,0.009728,0.03033,0.026544,2
4,0.032159,0.042048,-0.038536,0.810882,0.064431,0.047355,0.010083,0.013425,0.020483,0.032537,2
5,0.018677,-0.101898,-0.035402,0.614854,0.11887,0.047175,0.18862,0.00885,0.004677,0.016954,3
5,0.002819,-0.04377,-0.032093,0.714966,0.071645,0.060762,0.093137,0.008074,0.007824,0.043591,3
5,0.024507,-0.050945,-0.033494,0.650197,0.035872,0.093185,0.020195,0.009783,0.030181,0.160411,2
5,0.022399,-0.097672,-0.040757,0.820313,0.0449,0.062545,0.031214,0.007692,0.005539,0.027798,3
5,0.003686,0.022096,-0.017781,0.568997,0.059481,0.117389,0.021552,0.069913,0.046191,0.131182,3
5,0.032134,-0.043382,-0.027746,0.345322,0.032369,0.065956,0.018616,0.014834,0.100503,0.087131,3
1,0.001375,0.002706,0.010234,0.702928,0.01099,0.061156,0.201717,0.005147,0.00193,0.016132,1
1,0.030613,0.041993,-0.018443,0.757403,0.028688,0.064191,0.084163,0.005804,0.005898,0.052175,1
1,0.08141,0.033784,-0.030366,0.727388,0.008379,0.122183,0.030516,0.002834,0.016484,0.088742,1
1,0.096129,0.052618,-0.024952,0.245072,0.431662,0.021447,0.232357,0.011252,0.047983,0.010227,1
1,0.054261,0.035582,-0.017434,0.72276,0.008519,0.081574,0.125393,0.003095,0.005336,0.053323,1
1,0.070668,0.035055,-0.027196,0.779342,0.009837,0.12422,0.014306,0.004034,0.030252,0.038008,1
1,0.035767,0.051029,0.000208,0.057503,0.581588,0.013058,0.232865,0.086788,0.0226,0.005599,1
1,0.049794,0.038015,-0.0121,0.818654,0.010939,0.084144,0.054616,0.004471,0.006315,0.020053,1
1,0.046246,0.030664,-0.017982,0.781824,0.023541,0.06708,0.068728,0.00237,0.032396,0.024062,1
1,0.043603,0.017914,-0.040963,0.25733,0.104117,0.089641,0.009618,0.000863,0.522492,0.005695,1
2,0.037378,0.074022,-0.017417,0.740898,0.009056,0.067181,0.041334,0.00233,0.027676,0.110162,1
2,0.078032,0.090416,-0.017203,0.565598,0.007573,0.172018,0.057893,0.004462,0.043337,0.149119,1
2,0.128645,0.034318,-0.016461,0.413971,0.029601,0.280615,0.076428,0.013077,0.052617,0.13369,1
2,0.110183,0.06111,-0.030698,0.478487,0.006181,0.200686,0.018048,0.001301,0.063795,0.231503,1
2,0.083907,0.075943,0.047239,0.265625,0.024355,0.220672,0.058603,0.035841,0.040618,0.354286,2
2,0.047693,0.040197,0.023592,0.151966,0.011665,0.117488,0.029854,0.019501,0.021098,0.182828,1
2,0.118157,0.070767,-0.001267,0.599374,0.006531,0.172977,0.039172,0.004259,0.029775,0.147912,1
2,0.123433,0.066213,0.002991,0.540077,0.017308,0.149437,0.108402,0.005296,0.049578,0.129901,1
2,0.099051,0.062101,0.001518,0.457114,0.029535,0.192946,0.070483,0.010311,0.06671,0.172901,1
2,0.122728,0.067678,0.002549,0.491795,0.007398,0.211816,0.080321,0.006286,0.033127,0.169258,1
3,0.065226,0.06339,0.033736,0.762142,0.011238,0.055736,0.137897,0.003449,0.004697,0.024842,2
3,0.007884,0.042939,0.016929,0.683873,0.11149,0.066132,0.060486,0.025617,0.024031,0.028372,2
3,0.012327,0.017981,0.017891,0.796516,0.018261,0.076268,0.054207,0.004404,0.009018,0.058871,2
3,0.014135,0.012106,0.007687,0.171792,0.002456,0.01897,0.007953,0.004636,0.002025,0.005523,1
3,0.068543,0.05865,0.039994,0.781827,0.009907,0.105767,0.069994,0.003405,0.009387,0.019713,2
3,0.098519,0.052941,0.030172,0.744698,0.010319,0.133662,0.082947,0.003262,0.009447,0.016678,1
3,0.071792,0.029909,0.028479,0.775715,0.015288,0.122273,0.026995,0.001573,0.013871,0.044285,2
3,0.07184,0.048456,0.020592,0.805272,0.011145,0.059656,0.09936,0.003831,0.00501,0.015726,2
4,0.051606,0.050251,-0.000737,0.415813,0.018083,0.27523,0.18331,0.022166,0.020076,0.065322,4
4,0.030279,0.014655,-0.00451,0.436551,0.008912,0.268407,0.185996,0.009109,0.017374,0.090317,4
4,0.005748,0.006113,-0.003099,0.313783,0.254119,0.102635,0.128515,0.036242,0.122585,0.059066,4
4,0.011019,0.014152,-0.008316,0.401632,0.022623,0.352968,0.147448,0.012892,0.026459,0.045662,3
4,0.001986,-0.001328,-0.001417,0.540457,0.024741,0.194814,0.205739,0.004632,0.016244,0.027594,4
4,0,0,0,0.417908,0.050709,0.253922,0.169706,0.017045,0.034264,0.056446,4
4,0.049627,0.070012,0.005809,0.226215,0.005822,0.214682,0.518725,0.007131,0.008234,0.019192,3
4,0.063889,0.036323,0.002571,0.398592,0.009147,0.268312,0.291246,0.00429,0.01193,0.028141,4
4,0.043495,0.031516,0.005309,0.341386,0.00901,0.242428,0.358009,0.006091,0.012251,0.028101,3
5,0.011661,0.048646,0.048708,0.790709,0.013239,0.031922,0.091683,0.008277,0.003839,0.060331,4
5,0.025528,0.052215,0.029593,0.724265,0.038339,0.075419,0.061187,0.009847,0.008843,0.0821,4
1,0.034792,0.090638,-0.033751,0.740736,0.057616,0.066373,0.068542,0.021619,0.014737,0.030377,1
1,0.056129,0.100531,-0.032483,0.677809,0.079607,0.060384,0.11866,0.024564,0.015784,0.023193,1
1,0.048698,0.11285,-0.039747,0.695951,0.058004,0.078787,0.101435,0.022747,0.015779,0.027297,1
1,0.042179,0.109967,-0.045561,0.700954,0.059488,0.077843,0.091993,0.028063,0.01576,0.025899,1
1,0.049281,0.104719,-0.041698,0.672601,0.074662,0.083877,0.092933,0.028917,0.019081,0.027928,1
1,0.03241,0.107774,-0.039633,0.568195,0.116558,0.065819,0.186216,0.031067,0.01713,0.014534,1
1,0.039505,0.126201,-0.037653,0.309614,0.221014,0.063593,0.130772,0.222076,0.040232,0.012291,1
1,0.042658,0.128193,-0.045612,0.686301,0.060309,0.084475,0.100288,0.029659,0.015493,0.022972,1
1,0.061695,0.126223,-0.03761,0.649139,0.07487,0.082696,0.107334,0.025551,0.018662,0.040822,1
1,0.041515,0.14452,-0.048628,0.683546,0.060607,0.089314,0.092729,0.024814,0.013365,0.034243,1
2,0.027794,0.164765,-0.057128,0.560055,0.034995,0.028055,0.360564,0.002749,0.004436,0.009146,2
2,0.036634,0.188632,-0.064619,0.55919,0.009566,0.03661,0.366641,0.005842,0.003516,0.018636,2
2,0.056285,0.146527,-0.067521,0.631909,0.016215,0.037453,0.283618,0.003977,0.004225,0.022603,1
2,0.046371,0.17925,-0.077186,0.495063,0.010072,0.038289,0.426631,0.004087,0.005342,0.020516,1
2,0.042692,0.197131,-0.06621,0.528881,0.010995,0.035689,0.38808,0.0039,0.007515,0.024939,1
2,0.043485,0.178773,-0.061796,0.588853,0.009793,0.038661,0.322656,0.006058,0.005366,0.028613,1
2,0.085423,0.158394,-0.088007,0.504553,0.011078,0.122545,0.29592,0.005939,0.021783,0.038182,1
2,0.04372,0.18518,-0.086894,0.522742,0.01114,0.03861,0.389228,0.004045,0.006364,0.027872,1
2,-0.098545,0.100483,-0.035626,0.513678,0.093666,0.082275,0.128261,0.061432,0.093894,0.026794,1
2,-0.044372,0.059328,-0.020129,0.519719,0.088436,0.084923,0.125368,0.058263,0.092201,0.029282,1
2,0.036808,0.171964,-0.059927,0.617108,0.01812,0.096673,0.133131,0.00558,0.050022,0.081773,1
3,?,?,?,?,?,?,?,?,?,?,1
3,0.094134,0.127916,-0.069643,0.304395,0.144432,0.079879,0.361848,0.042225,0.057455,0.009764,1
3,0.014538,0.128775,-0.047552,0.66764,0.009474,0.171759,0.099905,0.003342,0.034783,0.013099,1
3,0.048769,0.132819,-0.041258,0.596763,0.007121,0.19682,0.170158,0.003368,0.012354,0.013415,1
3,0.094567,0.153016,-0.083372,0.341058,0.007983,0.110994,0.526565,0.002736,0.003877,0.006788,1
3,0.074395,0.120291,-0.057162,0.469293,0.013117,0.213994,0.252841,0.004886,0.033106,0.012762,1
3,0.0564,0.149679,-0.056513,0.553423,0.015342,0.101507,0.314289,0.002614,0.006164,0.006661,1
3,0.063915,0.15703,-0.050667,0.342805,0.008866,0.097019,0.534909,0.002485,0.00578,0.008135,1
3,0.084834,0.16328,-0.048727,0.250214,0.010279,0.113544,0.609232,0.002978,0.00528,0.008473,1
3,0.044394,0.186895,-0.03909,0.258725,0.020797,0.075672,0.352854,0.161472,0.1061,0.015876,1
4,0.011173,0.005691,-0.001428,0.053635,0.037375,0.054234,0.701041,0.125168,0.020485,0.008062,3
4,0.033186,0.07666,-0.004456,0.057526,0.342352,0.171687,0.137304,0.164586,0.091271,0.041157,3
4,0.022638,0.003485,0.012959,0.038796,0.072033,0.047953,0.659908,0.12085,0.050618,0.017579,3
4,0.011522,0.012187,-0.006664,0.297262,0.201205,0.128701,0.26446,0.034762,0.029638,0.055168,3
4,-0.000689,0.039886,0.003838,0.345229,0.186977,0.188887,0.114518,0.054575,0.063157,0.0529,3
4,0.030267,0.019846,0.00054,0.096275,0.039429,0.058997,0.716605,0.029216,0.045264,0.021058,4
4,0.007163,0.016609,-0.003036,0.150701,0.134312,0.101913,0.451029,0.085925,0.04729,0.028829,3
4,0.057935,0.183864,-0.038545,0.368677,0.003917,0.05535,0.544571,0.010179,0.001239,0.016068,3
4,0.09177,0.350479,-0.048708,0.050739,0.002894,0.185606,0.658091,0.012505,0.00381,0.086356,3
5,0.126171,0.18732,-0.023682,0.054195,0.104273,0.191257,0.322058,0.179208,0.134257,0.014752,1
5,0.022169,0.052447,-0.007126,0.042732,0.025143,0.211052,0.536396,0.144015,0.034021,0.013538,4
5,0.020128,0.046596,-0.007392,0.045609,0.061784,0.187107,0.450938,0.159646,0.081433,0.013353,4
5,0.082417,0.171673,-0.03741,0.008591,0.00445,0.003816,0.761996,0.175077,0.035717,0.001536,4
5,-0.008142,0.050853,-0.017074,0.177311,0.062815,0.169702,0.452329,0.081009,0.038199,0.02644,4
5,0.027738,0.078793,-0.018174,0.101417,0.092228,0.142406,0.432405,0.151481,0.054412,0.025227,5
