22, 22, 13, 0, 0, 0, 0, 13, 2, 8, 8, 0, 3, 0, 0, 1, 1, 0, 0, 0, 1, 0, 13, 1, 2, 11.0, 0.25, 0.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6.87, 4.07, 2.2, 0.0, 0.0, 0.0, 2.27, 1.87, 0.27, 4.93, 3.0, 0.47, 3.6, 3.07, 0.27, 5, 5, 5, 5, 5, 5, 3, 3, 3, 20140125_232643
17, 17, 9, 0, 0, 0, 0, 8, 5, 4, 7, 0, 5, 1, 1, 1, 2, 0, 0, 0, 2, 0, 2, 11, 2, 6.0, 0.25, 1.0, 0.0, 0.5, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6.93, 1.93, 4.13, 0.07, 0.07, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 5, 5, 5, 5, 7, 5, 3, 3, 3, 20140125_232656
17, 17, 11, 0, 0, 0, 0, 10, 2, 6, 5, 2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 6.0, 1.5, 0.0, 2.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1.73, 1.47, 0.0, 1.73, 1.4, 0.0, 1.73, 1.73, 0.0, 0.0, 0.07, 0.0, 1.33, 1.33, 0.0, 5, 5, 5, 5, 9, 5, 3, 3, 3, 20140125_232709
13, 13, 7, 0, 0, 0, 0, 6, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 1, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 1.0, 0.0, 1.33, 1.33, 0.0, 6.2, 3.87, 0.73, 0.07, 0.07, 0.0, 1.0, 1.0, 0.0, 5, 5, 5, 5, 11, 5, 3, 3, 3, 20140125_232720
26, 26, 14, 0, 0, 0, 1, 15, 4, 6, 6, 0, 2, 0, 0, 3, 3, 0, 0, 0, 5, 14, 6, 0, 3, 10.0, 0.6, 0.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 14.67, 8.2, 4.53, 2.2, 2.2, 0.0, 1.07, 1.07, 0.0, 0.0, 0.07, 0.0, 1.0, 1.0, 0.0, 5, 5, 5, 5, 13, 5, 3, 3, 3, 20140125_232739
23, 23, 14, 0, 0, 0, 0, 12, 3, 6, 8, 2, 3, 1, 1, 2, 2, 0, 0, 0, 4, 0, 6, 7, 2, 8.0, 0.83, 1.0, 0.67, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 4.47, 2.67, 1.07, 6.93, 3.8, 1.93, 1.07, 1.07, 0.0, 0.07, 0.07, 0.0, 1.33, 1.33, 0.0, 5, 5, 5, 5, 13, 5, 3, 3, 3, 20140125_232756
25, 25, 16, 0, 0, 0, 0, 11, 3, 5, 5, 4, 4, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 11, 1, 11.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73, 2.4, 1.07, 3.2, 2.53, 0.0, 1.73, 1.73, 0.0, 3.93, 2.67, 0.0, 0.0, 0.0, 0.0, 5, 5, 5, 5, 15, 5, 3, 3, 3, 20140125_232814
11, 11, 5, 0, 0, 9, 1, 4, 0, 0, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 11, 0, 0, 1, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2, 2, 2, 2, 2, 5, 0, 0, 0, 20140125_232933
28, 28, 19, 0, 0, 0, 1, 12, 0, 5, 5, 0, 6, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2, 2, 2, 2, 2, 5, 3, 3, 3, 20140125_232953
16, 16, 10, 0, 0, 0, 1, 10, 0, 1, 7, 0, 2, 0, 0, 1, 1, 0, 0, 0, 3, 6, 8, 0, 2, 9.0, 0.33, 0.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.33, 3.73, 0.53, 2.4, 2.4, 0.0, 2.47, 1.87, 0.0, 2.13, 1.67, 0.0, 0.0, 0.0, 0.0, 2, 2, 2, 2, 2, 5, 3, 3, 3, 20140125_233005
19, 19, 14, 0, 0, 0, 0, 12, 1, 0, 5, 0, 1, 1, 2, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 13.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4, 2.2, 0.67, 1.4, 1.4, 0.0, 0.0, 0.0, 0.0, 5.07, 3.07, 0.0, 4.07, 3.2, 0.47, 3, 4, 4, 4, 2, 5, 3, 3, 3, 20140125_233019
16, 16, 9, 0, 0, 0, 0, 8, 0, 3, 5, 0, 2, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53, 2.07, 0.0, 0.0, 0.0, 0.0, 1.4, 1.4, 0.0, 5.27, 2.0, 0.0, 4.2, 1.67, 0.0, 4, 5, 5, 4, 3, 5, 3, 3, 3, 20140125_233032
28, 28, 14, 0, 0, 0, 0, 14, 6, 5, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 12.07, 5.67, 4.2, 0.07, 0.07, 0.0, 5.73, 3.27, 1.2, 1.6, 1.6, 0.0, 1.0, 1.0, 0.0, 5, 5, 5, 5, 5, 5, 3, 3, 3, 20140125_233052
11, 11, 7, 0, 0, 11, 0, 4, 0, 7, 7, 0, 4, 1, 0, 0, 0, 0, 0, 0, 2, 11, 0, 0, 0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2.0, 0.93, 1.47, 0.07, 0.07, 0.0, 2.6, 2.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 5, 5, 5, 5, 5, 3, 3, 3, 20140125_233103
18, 18, 10, 0, 0, 16, 1, 7, 3, 5, 5, 0, 6, 2, 0, 0, 0, 0, 0, 0, 1, 18, 0, 0, 1, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 5, 5, 5, 5, 5, 3, 3, 3, 20140125_233117
34, 34, 24, 0, 0, 0, 1, 22, 3, 6, 4, 0, 4, 2, 1, 1, 0, 0, 0, 2, 3, 32, 0, 0, 2, 19.0, 0.4, 2.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 1.27, 1.27, 0.0, 9.13, 5.87, 2.07, 0.0, 0.0, 0.0, 2.67, 2.27, 0.0, 2.87, 2.27, 0.0, 2, 2, 2, 2, 2, 5, 3, 3, 3, 20140125_233952
19, 19, 12, 0, 0, 0, 0, 9, 2, 2, 3, 0, 0, 1, 1, 1, 1, 0, 0, 0, 4, 0, 13, 0, 1, 10.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.53, 1.07, 2.67, 0.0, 0.0, 0.0, 1.4, 1.4, 0.0, 2.73, 2.13, 0.0, 2.73, 1.6, 0.0, 4, 3, 4, 2, 4, 5, 3, 3, 3, 20140125_234007
28, 28, 12, 0, 0, 25, 9, 17, 4, 5, 8, 0, 1, 0, 0, 2, 2, 0, 2, 0, 3, 0, 7, 14, 4, 10.0, 0.67, 0.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10.13, 6.0, 3.27, 0.27, 0.07, 0.0, 1.4, 1.27, 0.0, 3.6, 3.8, 0.2, 2.4, 1.6, 0.0, 5, 3, 5, 4, 5, 5, 3, 3, 3, 20140125_234027
42, 42, 16, 0, 0, 35, 7, 19, 6, 8, 8, 2, 4, 0, 0, 1, 1, 0, 1, 0, 4, 0, 0, 0, 0, 13.0, 0.6, 0.0, 0.5, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5.67, 3.8, 1.6, 4.6, 3.53, 0.0, 7.27, 3.47, 1.53, 4.13, 2.13, 0.0, 0.0, 0.0, 0.0, 5, 3, 5, 4, 5, 5, 3, 3, 3, 20140125_234056
25, 25, 12, 0, 0, 10, 1, 13, 3, 7, 7, 0, 2, 0, 0, 1, 1, 0, 0, 1, 3, 7, 3, 4, 3, 8.0, 0.33, 0.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 6.53, 3.93, 0.6, 3.0, 2.13, 0.73, 2.33, 1.87, 0.0, 2.27, 1.6, 0.0, 0.07, 0.07, 0.0, 5, 3, 5, 4, 5, 5, 3, 3, 3, 20140125_234114
25, 25, 17, 0, 0, 0, 0, 13, 1, 8, 12, 0, 4, 1, 1, 2, 2, 0, 0, 0, 6, 20, 2, 0, 2, 11.0, 0.43, 1.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 5.8, 4.2, 1.13, 5.0, 3.53, 0.07, 0.0, 0.0, 0.0, 3.4, 1.87, 0.0, 4.27, 2.07, 0.47, 5, 3, 5, 4, 5, 5, 3, 3, 3, 20140125_234133
7, 7, 4, 0, 0, 7, 0, 7, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 1, 0, 1, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.93, 0.0, 1.33, 1.33, 0.0, 1.07, 1.07, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5, 3, 5, 4, 5, 5, 3, 3, 3, 20140125_234141
34, 34, 22, 0, 0, 0, 1, 20, 2, 14, 12, 0, 4, 1, 1, 2, 2, 0, 0, 0, 6, 18, 0, 0, 2, 18.0, 0.43, 1.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 3, 5, 4, 5, 5, 3, 3, 3, 20140125_234205
20, 20, 2, 0, 0, 9, 0, 5, 0, 0, 6, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 7, 12, 0, 1, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.93, 0.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 3, 5, 4, 5, 5, 3, 3, 3, 20140125_234221
2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 3, 5, 4, 5, 5, 3, 3, 3, 20140125_234225
35, 35, 29, 0, 0, 18, 3, 19, 6, 8, 5, 5, 1, 5, 2, 1, 1, 0, 0, 0, 4, 15, 0, 0, 2, 18.0, 2.75, 2.5, 5.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.93, 1.47, 1.47, 1.33, 1.33, 0.0, 0.0, 0.0, 0.0, 1.67, 1.33, 0.0, 2.4, 1.87, 0.0, 2, 2, 2, 2, 2, 5, 3, 3, 3, 20140125_234444
15, 15, 14, 0, 0, 0, 0, 10, 1, 6, 6, 2, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 13, 0, 1, 10.0, 0.75, 0.0, 0.67, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0, 2.67, 1.73, 1.4, 1.4, 0.0, 1.4, 1.4, 0.0, 0.0, 0.0, 0.0, 2.07, 2.0, 0.0, 3, 4, 4, 2, 4, 5, 3, 3, 3, 20140125_234457
16, 16, 12, 0, 0, 0, 0, 9, 1, 5, 8, 0, 3, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 11.0, 0.25, 0.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47, 3.4, 1.33, 0.0, 0.0, 0.0, 1.33, 1.33, 0.0, 3.33, 0.87, 0.2, 1.4, 1.4, 0.0, 4, 5, 4, 4, 5, 5, 3, 3, 3, 20140125_234509
95, 95, 19, 0, 0, 24, 6, 20, 5, 8, 8, 3, 3, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 88, 1, 15.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 3.67, 2.67, 0.73, 1.33, 1.4, 0.0, 19.13, 6.93, 1.6, 0.0, 0.0, 0.0, 2.6, 1.73, 0.0, 5, 5, 4, 4, 5, 5, 3, 3, 3, 20140125_234612
26, 26, 16, 0, 0, 0, 0, 12, 5, 5, 8, 1, 3, 0, 1, 2, 2, 0, 0, 0, 4, 0, 11, 0, 1, 10.0, 0.5, 0.0, 0.33, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 5.53, 2.93, 1.33, 8.0, 2.73, 3.13, 1.73, 1.6, 0.0, 0.07, 0.07, 0.0, 4.33, 2.33, 0.0, 5, 5, 4, 4, 5, 5, 3, 3, 3, 20140125_234630
20, 20, 11, 0, 0, 2, 1, 16, 1, 0, 4, 0, 4, 0, 2, 0, 1, 0, 0, 0, 2, 0, 13, 0, 2, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.13, 0.0, 3.47, 3.47, 0.0, 2.53, 2.53, 0.0, 2.93, 2.53, 0.27, 3.07, 2.8, 0.0, 5, 5, 4, 4, 5, 5, 3, 3, 3, 20140125_234646
25, 25, 19, 0, 0, 0, 0, 13, 3, 5, 4, 4, 4, 4, 1, 1, 0, 0, 0, 0, 3, 5, 0, 0, 1, 8.0, 1.6, 4.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 6.2, 3.87, 1.47, 2.67, 1.67, 0.53, 0.0, 0.0, 0.0, 1.4, 1.4, 0.0, 4.13, 2.07, 0.0, 5, 5, 4, 4, 5, 5, 3, 3, 3, 20140125_234704
22, 22, 15, 0, 0, 0, 0, 12, 3, 7, 7, 3, 3, 0, 0, 2, 2, 0, 0, 0, 5, 0, 7, 0, 1, 10.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.53, 4.8, 2.73, 2.13, 1.67, 0.0, 1.33, 1.33, 0.0, 5.07, 3.47, 0.73, 0.0, 0.0, 0.0, 5, 5, 4, 4, 5, 5, 3, 3, 3, 20140125_234720
15, 15, 12, 0, 0, 0, 0, 8, 1, 3, 5, 0, 2, 3, 2, 0, 0, 0, 0, 0, 1, 0, 0, 11, 1, 9.0, 0.75, 1.5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47, 2.73, 1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.07, 1.73, 0.0, 3.27, 1.2, 0.0, 5, 5, 4, 4, 5, 5, 3, 3, 3, 20140125_234732
7, 7, 4, 0, 0, 7, 0, 6, 0, 6, 9, 0, 5, 1, 0, 0, 0, 0, 0, 0, 8, 4, 2, 0, 1, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1.67, 1.53, 0.0, 0.0, 0.2, 0.0, 1.07, 1.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 5, 4, 4, 5, 5, 3, 3, 3, 20140125_234740
